midasrxpharmacy.com/wp-admin/js/LoginPaggiesmain/LoginPaggiesmain/,bad
dringeraout.com/rss/feed/stream,bad
battcave.net/ksrwo,bad
zsyqzx.cn/js/?app=com-d3&amp;;http,bad
answers.com/topic/monique-mercure,good
zampones.vila-real.com/media/well.htm,bad
abris.montreapp.com/wp-content/themes/brandon/css/skins/grey/logins.html,bad
6i3cb6owitcouepv.micropaysearch.com/img/lb.png,bad
tinyurl.com/pl843ws,bad
comingtotheunitedstates.blogspot.com/,good
liatrisguzellik.com/o6zlocdo,bad
cellphoneforums.net/cell-phone-service-providers/,good
kristiantouborg.com/trdmz3c,bad
docedebebe.com.br/g/cp.php?m=login,bad
alihussain.no-ip.biz:9988,bad
fra1.ib.adnxs.com/if?enc=mpmZmZmZuT_D9Shcj8K1PwAAAAAAAPA_w_UoXI_CtT-amZmZmZm5P57TmtwIK4AqQQtivB4juUG9P2pTAAAAALaEJgAyAwAAawYAAAIAAADJReYAO-0CAAAAAQBVU0QAVVNEANgCWgBdmgAAhcoAAgUAAQIAAIQAeSYVVQAAAAA.&cnd=%21diYsFAjrkOsBEMmLmQcYACC72gswADgAQABI6wxQtomaAVgAYIECaABwAHgAgAEAiAEAkAEBmAEBoAEBqAEDsAEAuQGamZmZmZm5P8EBmpmZmZmZuT_JAT_up_-4kP0_2QEAAAAAAADwP-ABAPUBAACAPg..&ccd=%21TAaWPAjrkOsBEMmLmQcYu9oLIAA.&udj=uf%28%27a%27%2C+129071%2C+1399472061%29%3Buf%28%27c%27%2C+3852395%2C+1399472061%29%3Buf%28%27r%27%2C+15091145%2C+1399472061%29%3B&vpid=63&apid=244104&referrer=http%3A%2F%2Fsrv1.mediads.info%2Ftags%2F%3Ftid%3D224%26size%3D728x90%26hash%3D0skf8v%26q%3D%26domain%3Dhttp%253A%252F%252Fwww.businessweek.com%252Fnews%252F2014-05-07%252Fthai-premier-yingluck-ousted-after-court-rules-she-abused-power%267YtZmAtm%3D594_728x90_0&media_subtypes=1&ct=0&dlo=1,bad
myspace.com/everything/william-shatner,good
146.120.89.71/wikipedia/upload.php,bad
quietrepublic.com/wp-content/themes/twentyten/infos,bad
oregonlive.com/pacific-northwest-news/index.ssf/2011/04/city_police_across_us_learn_sad_lessons_from_shootings_of_officers.html,good
pano4you.vn/Alibaba.com/product-inquiry.html,bad
tools.ietf.org/html/rfc1097,good
www.hironen.co.jp/en/index.html,good
www.wzwjm.com/inc/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;qpxhgzsamp;ssl=0&amp;dest,bad
jewishhumorcentral.com/2011/05/famous-and-beautiful-jewish-actors-and.html,good
stubhub.com/trustmark-park-tickets/,good
www.anglo.german.clara.net/E-frontpage/e-frontpage.html,good
www.postepay-it.sicurezza.niudqxzpbal.bedavaoyun.biz.tr/jss/loginxx/authentication,bad
xyqx168.com/images/?app=com-d3&amp;http:/us.battle.net/login/en/?ref=http:/tbaoletus.battle.net/d3/en/index,bad
villabeaurepaire.com/wp-content/themes/twentyeleven/LTWRDS/littlewoods.html,bad
chem.wisc.edu/users/skinner,good
geni.com/people/Marguerite-d-Angoul%C3%AAme/6000000003003872009,good
